Command line
Loss = 1.0699e+00, PNorm = 35.0629, GNorm = 2.3504, lr_0 = 8.8235e-04
Loss = 8.6768e-01, PNorm = 35.0913, GNorm = 1.8817, lr_0 = 8.9706e-04
Loss = 7.9804e-01, PNorm = 35.1100, GNorm = 2.2843, lr_0 = 9.1176e-04
Loss = 9.1100e-01, PNorm = 35.1427, GNorm = 2.6528, lr_0 = 9.2647e-04
Loss = 1.0740e+00, PNorm = 35.1620, GNorm = 2.7661, lr_0 = 9.4118e-04
Loss = 9.2992e-01, PNorm = 35.1857, GNorm = 7.6784, lr_0 = 9.5588e-04
Loss = 9.5190e-01, PNorm = 35.2225, GNorm = 5.5175, lr_0 = 9.7059e-04
Loss = 8.1910e-01, PNorm = 35.2444, GNorm = 1.8713, lr_0 = 9.8529e-04
Loss = 9.0684e-01, PNorm = 35.2625, GNorm = 1.6424, lr_0 = 1.0000e-03
Validation rmse = 1.019331
Epoch 2
Loss = 9.2588e-01, PNorm = 35.2850, GNorm = 1.6779, lr_0 = 9.9705e-04
Loss = 1.9838e+00, PNorm = 35.2970, GNorm = 2.6834, lr_0 = 9.9437e-04
Loss = 9.5415e-01, PNorm = 35.3473, GNorm = 2.1208, lr_0 = 9.9170e-04
Loss = 8.7023e-01, PNorm = 35.3656, GNorm = 1.9874, lr_0 = 9.8904e-04
Loss = 9.2276e-01, PNorm = 35.3947, GNorm = 2.1062, lr_0 = 9.8639e-04
Loss = 7.8493e-01, PNorm = 35.4268, GNorm = 1.1719, lr_0 = 9.8374e-04
Loss = 1.0013e+00, PNorm = 35.4486, GNorm = 6.9384, lr_0 = 9.8110e-04
Loss = 1.0667e+00, PNorm = 35.4758, GNorm = 2.2233, lr_0 = 9.7847e-04
Loss = 9.5958e-01, PNorm = 35.5020, GNorm = 2.5326, lr_0 = 9.7584e-04
Loss = 1.0963e+00, PNorm = 35.5172, GNorm = 1.5956, lr_0 = 9.7322e-04
Loss = 9.3628e-01, PNorm = 35.5466, GNorm = 2.0685, lr_0 = 9.7061e-04
Loss = 9.5976e-01, PNorm = 35.5683, GNorm = 4.5127, lr_0 = 9.6801e-04
Loss = 8.4221e-01, PNorm = 35.6031, GNorm = 2.3417, lr_0 = 9.6541e-04
Loss = 8.8552e-01, PNorm = 35.6306, GNorm = 1.7464, lr_0 = 9.6282e-04
Loss = 2.1276e+00, PNorm = 35.6760, GNorm = 2.3450, lr_0 = 9.6023e-04
Loss = 8.0120e-01, PNorm = 35.7048, GNorm = 2.2257, lr_0 = 9.5766e-04
Loss = 7.8494e-01, PNorm = 35.7311, GNorm = 2.5220, lr_0 = 9.5508e-04
Loss = 1.0481e+00, PNorm = 35.7480, GNorm = 3.5057, lr_0 = 9.5252e-04
Loss = 9.9941e-01, PNorm = 35.7644, GNorm = 2.0447, lr_0 = 9.4997e-04
Loss = 1.3789e+00, PNorm = 35.7910, GNorm = 3.4686, lr_0 = 9.4742e-04
Loss = 8.5091e-01, PNorm = 35.8240, GNorm = 1.8464, lr_0 = 9.4487e-04
Loss = 1.1698e+00, PNorm = 35.8721, GNorm = 1.9873, lr_0 = 9.4234e-04
Loss = 1.1628e+00, PNorm = 35.9045, GNorm = 2.6524, lr_0 = 9.3981e-04
Loss = 1.1265e+00, PNorm = 35.9414, GNorm = 2.4350, lr_0 = 9.3729e-04
Loss = 9.2796e-01, PNorm = 35.9762, GNorm = 1.8575, lr_0 = 9.3477e-04
Loss = 1.0629e+00, PNorm = 36.0185, GNorm = 8.5608, lr_0 = 9.3226e-04
Loss = 1.0219e+00, PNorm = 36.0452, GNorm = 2.3890, lr_0 = 9.2976e-04
Loss = 1.0424e+00, PNorm = 36.0741, GNorm = 2.1052, lr_0 = 9.2726e-04
Loss = 1.6689e+00, PNorm = 36.1026, GNorm = 1.6609, lr_0 = 9.2478e-04
Loss = 1.0029e+00, PNorm = 36.1348, GNorm = 3.8113, lr_0 = 9.2229e-04
Validation rmse = 1.006687
Epoch 3
Loss = 8.6748e-01, PNorm = 36.1723, GNorm = 1.9730, lr_0 = 9.1957e-04
Loss = 8.9958e-01, PNorm = 36.2085, GNorm = 3.0038, lr_0 = 9.1710e-04
Loss = 1.1146e+00, PNorm = 36.2218, GNorm = 2.0595, lr_0 = 9.1464e-04
Loss = 1.0021e+00, PNorm = 36.2584, GNorm = 36.2452, lr_0 = 9.1219e-04
Loss = 8.2495e-01, PNorm = 36.2769, GNorm = 1.4770, lr_0 = 9.0974e-04
Loss = 9.1801e-01, PNorm = 36.2995, GNorm = 1.3845, lr_0 = 9.0730e-04
Loss = 7.9012e-01, PNorm = 36.3333, GNorm = 1.9542, lr_0 = 9.0486e-04
Loss = 8.0864e-01, PNorm = 36.3623, GNorm = 3.1488, lr_0 = 9.0243e-04
Loss = 8.7874e-01, PNorm = 36.3790, GNorm = 1.4620, lr_0 = 9.0001e-04
Loss = 8.2423e-01, PNorm = 36.4052, GNorm = 2.3995, lr_0 = 8.9760e-04
Loss = 7.4589e-01, PNorm = 36.4181, GNorm = 2.7200, lr_0 = 8.9519e-04
Loss = 1.2304e+00, PNorm = 36.4432, GNorm = 2.2844, lr_0 = 8.9279e-04
Loss = 8.5276e-01, PNorm = 36.4829, GNorm = 2.8484, lr_0 = 8.9039e-04
Loss = 1.0136e+00, PNorm = 36.5125, GNorm = 4.5481, lr_0 = 8.8800e-04
Loss = 9.7008e-01, PNorm = 36.5469, GNorm = 1.5436, lr_0 = 8.8562e-04
Loss = 1.1756e+00, PNorm = 36.5662, GNorm = 2.0412, lr_0 = 8.8324e-04
Loss = 9.6156e-01, PNorm = 36.5857, GNorm = 10.5456, lr_0 = 8.8087e-04
Loss = 8.8774e-01, PNorm = 36.6158, GNorm = 3.1334, lr_0 = 8.7850e-04
Loss = 8.6844e-01, PNorm = 36.6453, GNorm = 1.7867, lr_0 = 8.7615e-04
Loss = 1.1550e+00, PNorm = 36.6602, GNorm = 1.4131, lr_0 = 8.7380e-04
Loss = 9.8387e-01, PNorm = 36.7002, GNorm = 3.2392, lr_0 = 8.7145e-04
Loss = 1.0218e+00, PNorm = 36.7432, GNorm = 2.9800, lr_0 = 8.6911e-04
Loss = 9.9625e-01, PNorm = 36.7917, GNorm = 2.5779, lr_0 = 8.6678e-04
Loss = 1.7680e+00, PNorm = 36.8857, GNorm = 1.8361, lr_0 = 8.6445e-04
Loss = 8.7717e-01, PNorm = 36.9498, GNorm = 2.3711, lr_0 = 8.6213e-04
Loss = 8.6798e-01, PNorm = 37.0164, GNorm = 1.3683, lr_0 = 8.5982e-04
Loss = 1.1378e+00, PNorm = 37.0574, GNorm = 2.2558, lr_0 = 8.5751e-04
Loss = 1.2290e+00, PNorm = 37.1182, GNorm = 2.8788, lr_0 = 8.5521e-04
Loss = 9.5836e-01, PNorm = 37.1645, GNorm = 2.3821, lr_0 = 8.5291e-04
Loss = 8.8329e-01, PNorm = 37.1928, GNorm = 1.6746, lr_0 = 8.5063e-04
Loss = 7.4593e-01, PNorm = 37.2110, GNorm = 1.3466, lr_0 = 8.4834e-04
Validation rmse = 1.004292
Epoch 4
Loss = 9.8470e-01, PNorm = 37.2531, GNorm = 2.4537, lr_0 = 8.4584e-04
Loss = 7.0661e-01, PNorm = 37.2721, GNorm = 5.6240, lr_0 = 8.4357e-04
Loss = 9.1991e-01, PNorm = 37.3044, GNorm = 1.6494, lr_0 = 8.4130e-04
Loss = 9.2891e-01, PNorm = 37.3371, GNorm = 12.9090, lr_0 = 8.3905e-04
Loss = 9.0752e-01, PNorm = 37.3699, GNorm = 1.2366, lr_0 = 8.3679e-04
Loss = 1.0377e+00, PNorm = 37.4025, GNorm = 1.1869, lr_0 = 8.3455e-04
Loss = 8.3957e-01, PNorm = 37.4282, GNorm = 1.7060, lr_0 = 8.3231e-04
Loss = 8.7485e-01, PNorm = 37.4475, GNorm = 2.9276, lr_0 = 8.3008e-04
Loss = 1.0440e+00, PNorm = 37.4623, GNorm = 3.1210, lr_0 = 8.2785e-04
Loss = 8.9089e-01, PNorm = 37.4903, GNorm = 1.4989, lr_0 = 8.2563e-04
Loss = 1.2076e+00, PNorm = 37.5260, GNorm = 1.6950, lr_0 = 8.2341e-04
Loss = 9.0200e-01, PNorm = 37.5672, GNorm = 1.5752, lr_0 = 8.2120e-04
Loss = 9.1657e-01, PNorm = 37.6106, GNorm = 7.6256, lr_0 = 8.1900e-04
Loss = 7.5179e-01, PNorm = 37.6595, GNorm = 2.2990, lr_0 = 8.1680e-04
Loss = 8.3501e-01, PNorm = 37.6826, GNorm = 2.9058, lr_0 = 8.1461e-04
Loss = 7.2484e-01, PNorm = 37.7071, GNorm = 1.9564, lr_0 = 8.1242e-04
Loss = 7.6684e-01, PNorm = 37.7413, GNorm = 2.5672, lr_0 = 8.1024e-04
Loss = 8.7275e-01, PNorm = 37.7851, GNorm = 1.7525, lr_0 = 8.0807e-04
Loss = 7.2929e-01, PNorm = 37.8291, GNorm = 2.4678, lr_0 = 8.0590e-04
Loss = 8.2137e-01, PNorm = 37.8529, GNorm = 1.9757, lr_0 = 8.0373e-04
Loss = 1.0328e+00, PNorm = 37.8900, GNorm = 7.5326, lr_0 = 8.0158e-04
Loss = 9.6638e-01, PNorm = 37.9418, GNorm = 2.7154, lr_0 = 7.9943e-04
Loss = 8.1278e-01, PNorm = 37.9909, GNorm = 2.1144, lr_0 = 7.9728e-04
Loss = 1.0825e+00, PNorm = 38.0303, GNorm = 2.5303, lr_0 = 7.9514e-04
Loss = 1.0980e+00, PNorm = 38.0794, GNorm = 2.2944, lr_0 = 7.9301e-04
Loss = 8.9639e-01, PNorm = 38.1246, GNorm = 1.7139, lr_0 = 7.9088e-04
Loss = 9.4247e-01, PNorm = 38.1483, GNorm = 2.4214, lr_0 = 7.8875e-04
Loss = 8.6997e-01, PNorm = 38.1731, GNorm = 1.3544, lr_0 = 7.8664e-04
Loss = 8.2081e-01, PNorm = 38.2076, GNorm = 1.8271, lr_0 = 7.8453e-04
Loss = 8.0301e-01, PNorm = 38.2382, GNorm = 1.2371, lr_0 = 7.8242e-04
Loss = 8.5594e-01, PNorm = 38.2636, GNorm = 12.9601, lr_0 = 7.8032e-04
Validation rmse = 0.987046
Epoch 5
Loss = 9.0790e-01, PNorm = 38.2968, GNorm = 1.1836, lr_0 = 7.7823e-04
Loss = 8.9930e-01, PNorm = 38.3207, GNorm = 1.4002, lr_0 = 7.7614e-04
Loss = 7.3823e-01, PNorm = 38.3519, GNorm = 2.0482, lr_0 = 7.7406e-04
Loss = 9.3594e-01, PNorm = 38.3876, GNorm = 2.3174, lr_0 = 7.7198e-04
Loss = 8.4016e-01, PNorm = 38.4227, GNorm = 1.8061, lr_0 = 7.6991e-04
Loss = 7.9956e-01, PNorm = 38.4597, GNorm = 1.1324, lr_0 = 7.6784e-04
Loss = 9.3916e-01, PNorm = 38.4892, GNorm = 3.2916, lr_0 = 7.6578e-04
Loss = 8.8950e-01, PNorm = 38.5280, GNorm = 3.0869, lr_0 = 7.6372e-04
Loss = 9.1293e-01, PNorm = 38.5706, GNorm = 1.7256, lr_0 = 7.6167e-04
Loss = 8.7141e-01, PNorm = 38.5985, GNorm = 1.3162, lr_0 = 7.5963e-04
Loss = 8.6894e-01, PNorm = 38.6506, GNorm = 2.4302, lr_0 = 7.5759e-04
Loss = 8.2461e-01, PNorm = 38.7042, GNorm = 1.2980, lr_0 = 7.5556e-04
Loss = 8.1845e-01, PNorm = 38.7512, GNorm = 3.0543, lr_0 = 7.5353e-04
Loss = 9.4356e-01, PNorm = 38.7915, GNorm = 2.6606, lr_0 = 7.5151e-04
Loss = 8.3563e-01, PNorm = 38.8372, GNorm = 9.9646, lr_0 = 7.4949e-04
Loss = 8.5677e-01, PNorm = 38.8817, GNorm = 1.5890, lr_0 = 7.4748e-04
Loss = 8.3090e-01, PNorm = 38.9141, GNorm = 2.2827, lr_0 = 7.4547e-04
Loss = 8.2371e-01, PNorm = 38.9616, GNorm = 4.0551, lr_0 = 7.4347e-04
Loss = 9.0364e-01, PNorm = 39.0093, GNorm = 1.9242, lr_0 = 7.4148e-04
Loss = 8.4304e-01, PNorm = 39.0434, GNorm = 2.1724, lr_0 = 7.3949e-04
Loss = 8.2357e-01, PNorm = 39.0780, GNorm = 2.2516, lr_0 = 7.3750e-04
Loss = 8.6302e-01, PNorm = 39.0957, GNorm = 2.4734, lr_0 = 7.3552e-04
Loss = 1.0030e+00, PNorm = 39.1112, GNorm = 1.6207, lr_0 = 7.3355e-04
Loss = 7.8961e-01, PNorm = 39.1343, GNorm = 2.3862, lr_0 = 7.3158e-04
Loss = 8.6948e-01, PNorm = 39.1555, GNorm = 2.0331, lr_0 = 7.2962e-04
Loss = 1.0194e+00, PNorm = 39.2049, GNorm = 2.3727, lr_0 = 7.2766e-04
Loss = 9.0900e-01, PNorm = 39.2625, GNorm = 2.8250, lr_0 = 7.2571e-04
Loss = 7.2081e-01, PNorm = 39.3042, GNorm = 3.8303, lr_0 = 7.2376e-04
Loss = 6.7821e-01, PNorm = 39.3384, GNorm = 2.3171, lr_0 = 7.2182e-04
Loss = 7.3220e-01, PNorm = 39.3806, GNorm = 1.4102, lr_0 = 7.1988e-04
Validation rmse = 0.993715
Epoch 6
Loss = 7.2520e-01, PNorm = 39.4153, GNorm = 1.9081, lr_0 = 7.1775e-04
Loss = 8.8101e-01, PNorm = 39.4505, GNorm = 1.9131, lr_0 = 7.1583e-04
Loss = 8.1930e-01, PNorm = 39.5002, GNorm = 1.6951, lr_0 = 7.1391e-04
Loss = 9.3203e-01, PNorm = 39.5414, GNorm = 3.7431, lr_0 = 7.1199e-04
Loss = 9.5769e-01, PNorm = 39.5800, GNorm = 7.9743, lr_0 = 7.1008e-04
Loss = 8.1203e-01, PNorm = 39.6188, GNorm = 1.8367, lr_0 = 7.0817e-04
Loss = 7.5645e-01, PNorm = 39.6516, GNorm = 1.9209, lr_0 = 7.0627e-04
Loss = 1.0863e+00, PNorm = 39.6831, GNorm = 4.1552, lr_0 = 7.0438e-04
Loss = 8.7560e-01, PNorm = 39.7168, GNorm = 1.7534, lr_0 = 7.0249e-04
Loss = 7.6266e-01, PNorm = 39.7558, GNorm = 2.1418, lr_0 = 7.0060e-04
Loss = 6.9888e-01, PNorm = 39.8050, GNorm = 1.9068, lr_0 = 6.9872e-04
Loss = 7.0902e-01, PNorm = 39.8404, GNorm = 1.3842, lr_0 = 6.9685e-04
Loss = 6.9510e-01, PNorm = 39.8780, GNorm = 2.1343, lr_0 = 6.9498e-04
Loss = 8.2699e-01, PNorm = 39.9089, GNorm = 1.9823, lr_0 = 6.9311e-04
Loss = 8.7156e-01, PNorm = 39.9416, GNorm = 2.1128, lr_0 = 6.9125e-04
Loss = 7.9198e-01, PNorm = 39.9849, GNorm = 1.1372, lr_0 = 6.8940e-04
Loss = 7.9348e-01, PNorm = 40.0247, GNorm = 1.9288, lr_0 = 6.8755e-04
Loss = 6.4624e-01, PNorm = 40.0624, GNorm = 1.3461, lr_0 = 6.8570e-04
Loss = 9.3428e-01, PNorm = 40.1054, GNorm = 1.5977, lr_0 = 6.8386e-04
Loss = 8.5828e-01, PNorm = 40.1502, GNorm = 1.8666, lr_0 = 6.8202e-04
Loss = 8.0361e-01, PNorm = 40.1859, GNorm = 3.0178, lr_0 = 6.8019e-04
Loss = 7.9364e-01, PNorm = 40.2292, GNorm = 2.1466, lr_0 = 6.7837e-04
Loss = 7.7938e-01, PNorm = 40.2713, GNorm = 1.5608, lr_0 = 6.7655e-04
Loss = 9.1127e-01, PNorm = 40.3100, GNorm = 1.7775, lr_0 = 6.7473e-04
Loss = 7.6737e-01, PNorm = 40.3393, GNorm = 1.5225, lr_0 = 6.7292e-04
Loss = 7.8275e-01, PNorm = 40.3718, GNorm = 1.6919, lr_0 = 6.7112e-04
Loss = 8.2455e-01, PNorm = 40.4193, GNorm = 1.3290, lr_0 = 6.6931e-04
Loss = 8.4388e-01, PNorm = 40.4576, GNorm = 1.7266, lr_0 = 6.6752e-04
Loss = 9.7591e-01, PNorm = 40.5038, GNorm = 2.6133, lr_0 = 6.6573e-04
Loss = 7.8121e-01, PNorm = 40.5436, GNorm = 1.5913, lr_0 = 6.6394e-04
Loss = 9.8928e-01, PNorm = 40.5799, GNorm = 3.3650, lr_0 = 6.6216e-04
Validation rmse = 0.979460
Epoch 7
Loss = 9.7665e-01, PNorm = 40.6035, GNorm = 1.2976, lr_0 = 6.6020e-04
Loss = 9.7477e-01, PNorm = 40.6386, GNorm = 2.6102, lr_0 = 6.5843e-04
Loss = 7.5628e-01, PNorm = 40.6861, GNorm = 2.0035, lr_0 = 6.5666e-04
Loss = 7.9022e-01, PNorm = 40.7215, GNorm = 1.5360, lr_0 = 6.5490e-04
Loss = 9.1058e-01, PNorm = 40.7469, GNorm = 1.5399, lr_0 = 6.5314e-04
Loss = 8.2563e-01, PNorm = 40.7755, GNorm = 1.7574, lr_0 = 6.5139e-04
Loss = 8.3063e-01, PNorm = 40.8178, GNorm = 1.6033, lr_0 = 6.4964e-04
Loss = 8.1377e-01, PNorm = 40.8535, GNorm = 2.2154, lr_0 = 6.4790e-04
Loss = 7.0438e-01, PNorm = 40.8873, GNorm = 1.2745, lr_0 = 6.4616e-04
Loss = 7.5370e-01, PNorm = 40.9205, GNorm = 2.3572, lr_0 = 6.4443e-04
Loss = 7.9432e-01, PNorm = 40.9606, GNorm = 1.4436, lr_0 = 6.4270e-04
Loss = 9.4492e-01, PNorm = 40.9963, GNorm = 1.5707, lr_0 = 6.4097e-04
Loss = 7.7865e-01, PNorm = 41.0466, GNorm = 1.8151, lr_0 = 6.3925e-04
Loss = 8.2968e-01, PNorm = 41.0779, GNorm = 1.5283, lr_0 = 6.3754e-04
Loss = 8.8287e-01, PNorm = 41.0995, GNorm = 2.1328, lr_0 = 6.3583e-04
Loss = 8.3772e-01, PNorm = 41.1303, GNorm = 1.6410, lr_0 = 6.3412e-04
Loss = 8.2952e-01, PNorm = 41.1759, GNorm = 1.5843, lr_0 = 6.3242e-04
Loss = 7.9090e-01, PNorm = 41.2104, GNorm = 1.7282, lr_0 = 6.3072e-04
Loss = 8.3049e-01, PNorm = 41.2435, GNorm = 2.5037, lr_0 = 6.2903e-04
Loss = 7.2322e-01, PNorm = 41.2787, GNorm = 2.6512, lr_0 = 6.2734e-04
Loss = 7.8990e-01, PNorm = 41.3105, GNorm = 6.3471, lr_0 = 6.2566e-04
Loss = 7.1728e-01, PNorm = 41.3330, GNorm = 1.6978, lr_0 = 6.2398e-04
Loss = 7.5644e-01, PNorm = 41.3595, GNorm = 1.8640, lr_0 = 6.2230e-04
Loss = 9.0430e-01, PNorm = 41.3994, GNorm = 2.1475, lr_0 = 6.2063e-04
Loss = 7.6495e-01, PNorm = 41.4248, GNorm = 3.5524, lr_0 = 6.1897e-04
Loss = 7.1348e-01, PNorm = 41.4667, GNorm = 1.5288, lr_0 = 6.1730e-04
Loss = 7.5262e-01, PNorm = 41.5044, GNorm = 1.6250, lr_0 = 6.1565e-04
Loss = 7.7517e-01, PNorm = 41.5493, GNorm = 1.6013, lr_0 = 6.1400e-04
Loss = 7.3389e-01, PNorm = 41.5816, GNorm = 1.3656, lr_0 = 6.1235e-04
Loss = 7.9776e-01, PNorm = 41.6069, GNorm = 1.0817, lr_0 = 6.1070e-04
Validation rmse = 0.980508
Epoch 8
Loss = 1.4897e+00, PNorm = 41.6377, GNorm = 2.6620, lr_0 = 6.0890e-04
Loss = 7.7686e-01, PNorm = 41.6736, GNorm = 1.1993, lr_0 = 6.0727e-04
Loss = 9.1982e-01, PNorm = 41.7174, GNorm = 1.1762, lr_0 = 6.0564e-04
Loss = 7.5055e-01, PNorm = 41.7570, GNorm = 2.5617, lr_0 = 6.0401e-04
Loss = 7.8199e-01, PNorm = 41.7904, GNorm = 2.3783, lr_0 = 6.0239e-04
Loss = 7.6318e-01, PNorm = 41.8303, GNorm = 1.5191, lr_0 = 6.0077e-04
Loss = 8.1304e-01, PNorm = 41.8705, GNorm = 2.2198, lr_0 = 5.9916e-04
Loss = 8.2766e-01, PNorm = 41.8916, GNorm = 1.6174, lr_0 = 5.9755e-04
Loss = 8.0406e-01, PNorm = 41.9244, GNorm = 1.7231, lr_0 = 5.9595e-04
Loss = 8.0215e-01, PNorm = 41.9596, GNorm = 2.3586, lr_0 = 5.9435e-04
Loss = 8.0721e-01, PNorm = 41.9933, GNorm = 1.4512, lr_0 = 5.9276e-04
Loss = 7.7364e-01, PNorm = 42.0268, GNorm = 1.4873, lr_0 = 5.9116e-04
Loss = 8.8422e-01, PNorm = 42.0613, GNorm = 2.1891, lr_0 = 5.8958e-04
Loss = 7.0110e-01, PNorm = 42.0833, GNorm = 2.1238, lr_0 = 5.8800e-04
Loss = 7.8946e-01, PNorm = 42.1088, GNorm = 1.7151, lr_0 = 5.8642e-04
Loss = 8.7744e-01, PNorm = 42.1349, GNorm = 2.7325, lr_0 = 5.8484e-04
Loss = 9.3979e-01, PNorm = 42.1793, GNorm = 1.7472, lr_0 = 5.8327e-04
Loss = 8.4754e-01, PNorm = 42.2192, GNorm = 1.2696, lr_0 = 5.8171e-04
Loss = 8.4873e-01, PNorm = 42.2582, GNorm = 1.7789, lr_0 = 5.8015e-04
Loss = 6.3121e-01, PNorm = 42.2884, GNorm = 1.2063, lr_0 = 5.7859e-04
Loss = 8.8606e-01, PNorm = 42.3101, GNorm = 2.4216, lr_0 = 5.7704e-04
Loss = 7.3054e-01, PNorm = 42.3302, GNorm = 1.3093, lr_0 = 5.7549e-04
Loss = 7.7353e-01, PNorm = 42.3604, GNorm = 3.7924, lr_0 = 5.7394e-04
Loss = 7.1211e-01, PNorm = 42.3863, GNorm = 2.3743, lr_0 = 5.7240e-04
Loss = 6.8386e-01, PNorm = 42.4061, GNorm = 1.4996, lr_0 = 5.7087e-04
Loss = 8.5887e-01, PNorm = 42.4304, GNorm = 1.8248, lr_0 = 5.6934e-04
Loss = 7.7429e-01, PNorm = 42.4548, GNorm = 1.9175, lr_0 = 5.6781e-04
Loss = 8.8606e-01, PNorm = 42.4772, GNorm = 2.2265, lr_0 = 5.6628e-04
Loss = 6.8682e-01, PNorm = 42.5105, GNorm = 2.3376, lr_0 = 5.6476e-04
Loss = 8.0714e-01, PNorm = 42.5417, GNorm = 1.5809, lr_0 = 5.6325e-04
Loss = 6.3433e-01, PNorm = 42.5694, GNorm = 1.2772, lr_0 = 5.6174e-04
Validation rmse = 0.964661
Epoch 9
Loss = 7.4584e-01, PNorm = 42.6027, GNorm = 1.6566, lr_0 = 5.6008e-04
Loss = 7.3502e-01, PNorm = 42.6268, GNorm = 2.1767, lr_0 = 5.5858e-04
Loss = 7.6155e-01, PNorm = 42.6537, GNorm = 1.3508, lr_0 = 5.5708e-04
Loss = 7.3142e-01, PNorm = 42.6856, GNorm = 1.8416, lr_0 = 5.5558e-04
Loss = 7.1229e-01, PNorm = 42.7140, GNorm = 1.9793, lr_0 = 5.5409e-04
Loss = 7.2053e-01, PNorm = 42.7313, GNorm = 1.0675, lr_0 = 5.5260e-04
Loss = 8.9236e-01, PNorm = 42.7509, GNorm = 2.0188, lr_0 = 5.5112e-04
Loss = 7.4893e-01, PNorm = 42.7739, GNorm = 2.1579, lr_0 = 5.4964e-04
Loss = 7.1399e-01, PNorm = 42.7978, GNorm = 1.4302, lr_0 = 5.4817e-04
Loss = 6.8186e-01, PNorm = 42.8232, GNorm = 1.6283, lr_0 = 5.4669e-04
Loss = 7.5946e-01, PNorm = 42.8424, GNorm = 2.2098, lr_0 = 5.4523e-04
Loss = 7.7032e-01, PNorm = 42.8539, GNorm = 1.5886, lr_0 = 5.4376e-04
Loss = 7.0854e-01, PNorm = 42.8808, GNorm = 1.2887, lr_0 = 5.4231e-04
Loss = 7.9352e-01, PNorm = 42.9144, GNorm = 1.7076, lr_0 = 5.4085e-04
Loss = 7.7967e-01, PNorm = 42.9461, GNorm = 29.2517, lr_0 = 5.3940e-04
Loss = 8.9811e-01, PNorm = 42.9781, GNorm = 2.4534, lr_0 = 5.3795e-04
Loss = 7.3132e-01, PNorm = 43.0080, GNorm = 1.8424, lr_0 = 5.3651e-04
Loss = 6.3225e-01, PNorm = 43.0294, GNorm = 1.5148, lr_0 = 5.3507e-04
Loss = 8.3000e-01, PNorm = 43.0565, GNorm = 4.1675, lr_0 = 5.3363e-04
Loss = 8.4163e-01, PNorm = 43.0827, GNorm = 1.0210, lr_0 = 5.3220e-04
Loss = 7.8622e-01, PNorm = 43.1134, GNorm = 2.2406, lr_0 = 5.3077e-04
Loss = 8.4550e-01, PNorm = 43.1420, GNorm = 1.5524, lr_0 = 5.2935e-04
Loss = 7.4551e-01, PNorm = 43.1612, GNorm = 1.3800, lr_0 = 5.2793e-04
Loss = 9.4202e-01, PNorm = 43.1771, GNorm = 1.9560, lr_0 = 5.2651e-04
Loss = 7.8765e-01, PNorm = 43.2083, GNorm = 12.7742, lr_0 = 5.2510e-04
Loss = 7.9742e-01, PNorm = 43.2294, GNorm = 2.1629, lr_0 = 5.2369e-04
Loss = 7.1941e-01, PNorm = 43.2472, GNorm = 1.7745, lr_0 = 5.2228e-04
Loss = 8.0405e-01, PNorm = 43.2694, GNorm = 1.6327, lr_0 = 5.2088e-04
Loss = 7.8351e-01, PNorm = 43.2991, GNorm = 4.0067, lr_0 = 5.1948e-04
Loss = 7.6244e-01, PNorm = 43.3304, GNorm = 2.7368, lr_0 = 5.1809e-04
Loss = 7.2001e-01, PNorm = 43.3603, GNorm = 1.2495, lr_0 = 5.1670e-04
Validation rmse = 0.981728
Epoch 10
Loss = 8.8059e-01, PNorm = 43.3850, GNorm = 1.2223, lr_0 = 5.1531e-04
Loss = 7.5280e-01, PNorm = 43.4179, GNorm = 1.6827, lr_0 = 5.1393e-04
Loss = 7.5434e-01, PNorm = 43.4505, GNorm = 3.6669, lr_0 = 5.1255e-04
Loss = 6.4272e-01, PNorm = 43.4728, GNorm = 2.1446, lr_0 = 5.1117e-04
Loss = 6.9851e-01, PNorm = 43.4879, GNorm = 1.2455, lr_0 = 5.0980e-04
Loss = 8.7956e-01, PNorm = 43.4968, GNorm = 1.8597, lr_0 = 5.0843e-04
Loss = 8.2257e-01, PNorm = 43.5137, GNorm = 1.8802, lr_0 = 5.0707e-04
Loss = 8.0094e-01, PNorm = 43.5366, GNorm = 2.1721, lr_0 = 5.0571e-04
Loss = 6.8652e-01, PNorm = 43.5583, GNorm = 1.7409, lr_0 = 5.0435e-04
Loss = 7.5560e-01, PNorm = 43.5841, GNorm = 1.4589, lr_0 = 5.0300e-04
Loss = 8.6552e-01, PNorm = 43.6175, GNorm = 2.4114, lr_0 = 5.0165e-04
Loss = 7.3731e-01, PNorm = 43.6410, GNorm = 2.0490, lr_0 = 5.0030e-04
Loss = 6.7054e-01, PNorm = 43.6571, GNorm = 12.7201, lr_0 = 4.9896e-04
Loss = 6.2870e-01, PNorm = 43.6860, GNorm = 2.2250, lr_0 = 4.9762e-04
Loss = 6.0519e-01, PNorm = 43.7096, GNorm = 1.3948, lr_0 = 4.9628e-04
Loss = 6.0498e-01, PNorm = 43.7261, GNorm = 5.0472, lr_0 = 4.9495e-04
Loss = 7.8150e-01, PNorm = 43.7341, GNorm = 1.9088, lr_0 = 4.9362e-04
Loss = 1.0323e+00, PNorm = 43.7487, GNorm = 2.1446, lr_0 = 4.9230e-04
Loss = 7.6736e-01, PNorm = 43.7702, GNorm = 1.5331, lr_0 = 4.9098e-04
Loss = 8.7029e-01, PNorm = 43.7860, GNorm = 2.0817, lr_0 = 4.8966e-04
Loss = 7.9391e-01, PNorm = 43.8227, GNorm = 1.5218, lr_0 = 4.8834e-04
Loss = 7.5897e-01, PNorm = 43.8453, GNorm = 2.2260, lr_0 = 4.8703e-04
